startingContents,"(1, 1, 1)"
increaseBy,"((3, 3), (1, 1), (1, 1))"
Iterations,100000

probPopping,Threshold,ShareOptimal,ShareOptimal2,Time,NoResolution
0.15,84,0.76593,0.10307,11.004254762148793,2799
0.2,84,0.70754,0.03014,17.751053871910216,23229
0.0,85,0.94086,0.02959,6.279881786256203,0
0.05,85,0.88472,0.05696,7.106585081817094,0
0.1,85,0.82744,0.08593,8.39529946832489,56
0.15,85,0.76442,0.10429,11.038125673660762,2762
0.2,85,0.70725,0.02995,17.787780284858965,23347
0.0,86,0.94009,0.03005,6.313233986928331,0
0.05,86,0.88554,0.0562,7.1105838366763106,2
0.1,86,0.82673,0.08584,8.411389522552803,58
0.15,86,0.76505,0.10295,11.080957325477035,2932
0.2,86,0.70667,0.02933,17.83680082734656,23357
0.0,87,0.94184,0.02892,6.306980245175495,0
0.05,87,0.88592,0.05645,7.139733409305283,2
0.1,87,0.82464,0.08653,8.46201579132732,54
0.15,87,0.76728,0.10168,11.050888785805668,2837
0.2,87,0.70519,0.02893,17.975090318046313,23666
0.0,88,0.94253,0.02793,6.315232430566093,0
0.05,88,0.88773,0.05598,7.1433717066331255,1
0.1,88,0.82761,0.08597,8.45661077823191,61
0.15,88,0.76543,0.10215,11.138742739867341,2958
0.2,88,0.70648,0.02889,17.944425291089377,23621
0.0,89,0.94095,0.02959,6.36386810425434,0
0.05,89,0.88853,0.05583,7.156278310912057,1
0.1,89,0.82564,0.08526,8.503030382817514,76
0.15,89,0.76505,0.10108,11.173754602675931,3054
0.2,89,0.70553,0.02831,18.00897767045246,23742
0.0,90,0.94165,0.02864,6.358729770888134,0
0.05,90,0.88799,0.05592,7.156358632209168,1
0.1,90,0.82664,0.08626,8.511127680585398,67
0.15,90,0.76562,0.10172,11.164963770428766,3003
0.2,90,0.70693,0.02782,18.012575232396344,23812
0.0,91,0.94223,0.02862,6.359515170010576,0
0.05,91,0.88665,0.05664,7.196040570103066,1
0.1,91,0.82652,0.08619,8.52242307264268,50
0.15,91,0.76457,0.10268,11.23620113529933,3116
0.2,91,0.70434,0.0268,18.207969593038893,24198
0.0,92,0.94259,0.02911,6.385342189703797,0
0.05,92,0.89013,0.0549,7.178932273429972,2
0.1,92,0.82565,0.08668,8.55124737798627,66
0.15,92,0.76386,0.10287,11.280422175338176,3140
0.2,92,0.70704,0.0267,18.11395498260992,24038
0.0,93,0.94406,0.02794,6.390124885053958,0
0.05,93,0.88871,0.05603,7.217737506776641,0
0.1,93,0.82538,0.08722,8.573882635642061,71
0.15,93,0.76256,0.10277,11.341839881313193,3270
0.2,93,0.70466,0.02451,18.307808278233168,24479
0.0,94,0.94372,0.02834,6.4047214871759,0
0.05,94,0.88693,0.05605,7.225432359475381,3
0.1,94,0.82704,0.0858,8.5969586152457,72
0.15,94,0.76266,0.10317,11.371233462002536,3275
0.2,94,0.70568,0.02423,18.286954114719958,24489
0.0,95,0.94451,0.02817,6.430824866565388,0
0.05,95,0.88792,0.05605,7.2436957433431735,1
0.1,95,0.82692,0.08764,8.60025924794942,64
0.15,95,0.76347,0.10168,11.357762702685655,3202
0.2,95,0.70634,0.02423,18.30679987989042,24540
0.0,96,0.94475,0.02716,6.444171853067894,0
0.05,96,0.88748,0.05656,7.264475145278726,0
0.1,96,0.82694,0.08654,8.619994624015014,65
0.15,96,0.76613,0.10081,11.34105908730651,3237
0.2,96,0.70315,0.02488,18.47636392931142,24765
0.0,97,0.94564,0.02697,6.423572133985465,0
0.05,97,0.88619,0.05633,7.294111055797902,0
0.1,97,0.82797,0.08709,8.634612959395438,72
0.15,97,0.76406,0.10053,11.411892877958888,3307
0.2,97,0.706,0.02323,18.38982754903675,24704
0.0,98,0.94508,0.02723,6.465448398997041,0
0.05,98,0.88895,0.05593,7.283494230627075,3
0.1,98,0.82649,0.08611,8.666091453542336,65
0.15,98,0.76595,0.10087,11.425614077277006,3416
0.2,98,0.70446,0.02388,18.486427348985558,24816
0.0,99,0.94601,0.02666,6.451367757366352,0
0.05,99,0.89003,0.05445,7.2891963831904105,3
0.1,99,0.82566,0.08687,8.690306998610197,63
0.15,99,0.76449,0.09888,11.482649336578048,3539
0.2,99,0.7074,0.02246,18.38992234882715,24751
0.0,100,0.94617,0.02637,6.473432062919458,0
0.05,100,0.88746,0.05626,7.334143983351478,1
0.1,100,0.82519,0.08706,8.714258215774574,69
0.15,100,0.76575,0.10138,11.470121440045089,3448
0.2,100,0.70616,0.02162,18.520925977756903,25018
0.0,105,0.94806,0.02625,6.526413769193897,0
0.05,105,0.88918,0.05463,7.38308599225531,0
0.1,105,0.82797,0.08586,8.771557523215838,68
0.15,105,0.76582,0.09953,11.594430640118038,3652
0.2,105,0.7039,0.02004,18.83321286720635,25652
0.0,110,0.94859,0.02506,6.578016089255873,0
0.05,110,0.88987,0.05436,7.446242893610485,0
0.1,110,0.82442,0.08722,8.898143056167592,86
0.15,110,0.76475,0.0978,11.732351780015444,3859
0.2,110,0.70834,0.01703,18.800912545261355,25769
0.0,115,0.9512,0.02452,6.616191057708502,0
0.05,115,0.89262,0.05381,7.495641053596324,1
0.1,115,0.82808,0.08629,8.919485561048875,72
0.15,115,0.76622,0.09608,11.848246637662115,4180
0.2,115,0.7056,0.01611,19.078452348961456,26207
0.0,120,0.95131,0.02464,6.682283535269511,0
0.05,120,0.89283,0.05336,7.560302054377117,0
0.1,120,0.8285,0.08429,8.997120805631972,83
0.15,120,0.76493,0.09552,11.982233555061159,4321
0.2,120,0.70778,0.01433,19.12218615641681,26411
0.0,125,0.95316,0.02393,6.73172534744412,0
0.05,125,0.89297,0.05324,7.602710991504995,1
0.1,125,0.82819,0.08492,9.068202579623152,98
0.15,125,0.76601,0.09393,12.090245739292275,4555
0.2,125,0.70724,0.01257,19.289628090353286,26754
0.0,130,0.95541,0.02173,6.749110321213571,0
0.05,130,0.89088,0.0553,7.687874914294777,0
0.1,130,0.83061,0.08534,9.123188451911929,95
0.15,130,0.76583,0.09363,12.204202624325333,4780
0.2,130,0.70565,0.01182,19.487591867415404,27135
