startingContents,"(1, 1, 1, 1, 1)"
increaseBy,"(2, 1, 1, 1, 1)"
Iterations,100000

probPopping,Threshold,ShareOptimal,Time,NoResolution
0.07,44,0.70585,15.61014745892498,1
0.08,44,0.69278,16.667114970932573,6
0.09,44,0.67726,17.956658989744913,50
0.1,44,0.66267,19.46375996105382,323
0.0,45,0.76717,11.42799378608827,0
0.01,45,0.76035,11.872787914762453,0
0.02,45,0.75408,12.322536715894255,0
0.03,45,0.74697,12.829213252955459,0
0.04,45,0.74153,13.395217734256608,0
0.05,45,0.72916,14.06452736638309,0
0.06,45,0.72095,14.809871378353561,0
0.07,45,0.70806,15.733359329125676,0
0.08,45,0.69221,16.79626795482286,6
0.09,45,0.67904,18.04164581350307,62
0.1,45,0.66263,19.59720581350237,334
0.0,46,0.76437,11.555421052224899,0
0.01,46,0.7601,11.950394728642129,0
0.02,46,0.75689,12.38934856225445,0
0.03,46,0.75028,12.908365333952718,0
0.04,46,0.74112,13.484632845850324,0
0.05,46,0.73312,14.137673339711535,0
0.06,46,0.72185,14.895729647558387,0
0.07,46,0.70658,15.837721179225678,0
0.08,46,0.6939,16.88510887983166,2
0.09,46,0.6779,18.208141313206905,68
0.1,46,0.66155,19.741574599276362,368
0.0,47,0.76963,11.580801298009042,0
0.01,47,0.76472,11.997541092312074,0
0.02,47,0.75931,12.468961212744325,0
0.03,47,0.75375,12.97957144676991,0
0.04,47,0.74457,13.563007703765017,0
0.05,47,0.73576,14.221147719138049,0
0.06,47,0.72151,15.017248397125377,0
0.07,47,0.70995,15.889566946048124,0
0.08,47,0.69379,17.021162230690592,12
0.09,47,0.67798,18.31713060170216,57
0.1,47,0.66276,19.845366910926014,369
0.0,48,0.76965,11.68334682197522,0
0.01,48,0.76537,12.084515063649894,0
0.02,48,0.76205,12.524913937331982,0
0.03,48,0.75392,13.065079768381612,0
0.04,48,0.74563,13.638228037611269,0
0.05,48,0.73345,14.32314105932582,1
0.06,48,0.72409,15.084153690947671,0
0.07,48,0.71113,16.004530126067294,1
0.08,48,0.69604,17.077022857735173,6
0.09,48,0.68265,18.388337831647366,52
0.1,48,0.66282,19.994017806199043,376
0.0,49,0.77514,11.703963831787037,0
0.01,49,0.76598,12.163227121980263,0
0.02,49,0.76293,12.612001975550445,0
0.03,49,0.75721,13.125985249618376,0
0.04,49,0.74897,13.712342726570771,0
0.05,49,0.73833,14.378317804280645,0
0.06,49,0.72484,15.165190455479738,0
0.07,49,0.71249,16.103317394424792,1
0.08,49,0.69656,17.233903416157336,6
0.09,49,0.68228,18.528004353099217,52
0.1,49,0.66373,20.09343199491588,406
0.0,50,0.77352,11.796036808035717,0
0.01,50,0.76762,12.218935962503224,0
0.02,50,0.76473,12.675995113822866,0
0.03,50,0.75849,13.186463796264679,0
0.04,50,0.74863,13.78752611242177,0
0.05,50,0.73343,14.497292156660158,0
0.06,50,0.72768,15.26671314448536,0
0.07,50,0.71237,16.174525650529286,2
0.08,50,0.69905,17.29840538759756,9
0.09,50,0.68256,18.625107946868656,59
0.1,50,0.66148,20.26222228007622,477
